Source_Airport,Destination_Airport,Route_Type,Latitude_Source,Longitude_Source,Country_Source,Latitude_Dest,Longitude_Dest,Country_Dest,Distance_km,Est_Duration_hr,Source_in_India,Dest_in_India,Source_Flight_Frequency,Destination_Flight_Frequency,Region_Pair
PYG,JLG,Domestic,27.2313,88.587196,IN,20.962678,75.627492,IN,1487.3913780597204,2.48,True,True,175,43,IN → IN
PYG,JGA,Domestic,27.2313,88.587196,IN,22.465499877929688,70.01260375976562,IN,1945.4073660823276,3.24,True,True,175,44,IN → IN
PYG,IXY,Domestic,27.2313,88.587196,IN,23.1127,70.100304,IN,1913.8937523435568,3.19,True,True,175,45,IN → IN
PYG,HJR,Domestic,27.2313,88.587196,IN,24.8172,79.918602,IN,906.5567521302232,1.51,True,True,175,46,IN → IN
PYG,KLH,Domestic,27.2313,88.587196,IN,16.6647,74.289398,IN,1882.6130468886336,3.14,True,True,175,47,IN → IN
PYG,IXK,Domestic,27.2313,88.587196,IN,21.317101,70.270401,IN,1967.1640000305515,3.28,True,True,175,48,IN → IN
PYG,LTU,Domestic,27.2313,88.587196,IN,18.411501,76.464699,IN,1581.1123145925476,2.64,True,True,175,49,IN → IN
PYG,NDC,Domestic,27.2313,88.587196,IN,19.1833,77.316704,IN,1457.2121465209989,2.43,True,True,175,50,IN → IN
PYG,NAG,Domestic,27.2313,88.587196,IN,21.092199,79.047203,IN,1183.619684154758,1.97,True,True,175,51,IN → IN
PYG,ISK,Domestic,27.2313,88.587196,IN,20.119101,73.912903,IN,1688.8107200522395,2.81,True,True,175,52,IN → IN
PYG,PNQ,Domestic,27.2313,88.587196,IN,18.5821,73.919701,IN,1781.429467733573,2.97,True,True,175,53,IN → IN
PYG,PBD,Domestic,27.2313,88.587196,IN,21.649524,69.656405,IN,2011.7809026708944,3.35,True,True,175,54,IN → IN
PYG,RTC,Domestic,27.2313,88.587196,IN,17.013599,73.327797,IN,1936.4068016583176,3.23,True,True,175,55,IN → IN
PYG,RAJ,Domestic,27.2313,88.587196,IN,22.3092,70.779503,IN,1877.308224058676,3.13,True,True,175,56,IN → IN
PYG,RPR,Domestic,27.2313,88.587196,IN,21.180401,81.7388,IN,966.585186583354,1.61,True,True,175,57,IN → IN
PYG,SAG,Domestic,27.2313,88.587196,IN,19.688752,74.377354,IN,1672.6751925812075,2.79,True,True,175,58,IN → IN
PYG,SSE,Domestic,27.2313,88.587196,IN,17.6280002594,75.93479919430001,IN,1680.6094638031598,2.8,True,True,175,59,IN → IN
PYG,STV,Domestic,27.2313,88.587196,IN,21.1141,72.741798,IN,1743.5004529139262,2.91,True,True,175,60,IN → IN
PYG,UDR,Domestic,27.2313,88.587196,IN,24.6177005768,73.89610290530001,IN,1496.68509886505,2.49,True,True,175,61,IN → IN
PYG,AZH,Domestic,27.2313,88.587196,IN,26.153333,83.118333,IN,556.3153428711256,0.93,True,True,175,62,IN → IN
PYG,IXV,Domestic,27.2313,88.587196,IN,28.17530059814453,94.802001953125,IN,620.6996517330649,1.03,True,True,175,63,IN → IN
PYG,IXA,Domestic,27.2313,88.587196,IN,23.886999,91.240402,IN,457.26086446119314,0.76,True,True,175,64,IN → IN
PYG,IXB,Domestic,27.2313,88.587196,IN,26.68120002746582,88.32859802246094,IN,66.32108004507673,0.11,True,True,175,65,IN → IN
PYG,RGH,Domestic,27.2313,88.587196,IN,25.2617,88.795601,IN,219.99338583528976,0.37,True,True,175,66,IN → IN
PYG,SHL,Domestic,27.2313,88.587196,IN,25.70359992980957,91.97869873046876,IN,377.8970342457032,0.63,True,True,175,67,IN → IN
PYG,VNS,Domestic,27.2313,88.587196,IN,25.452129,82.861805,IN,603.7737405458454,1.01,True,True,175,68,IN → IN
PYG,BBI,Domestic,27.2313,88.587196,IN,20.2444,85.817802,IN,826.3711948166049,1.38,True,True,175,69,IN → IN
PYG,PAB,Domestic,27.2313,88.587196,IN,21.9884,82.111,IN,876.3249908599149,1.46,True,True,175,70,IN → IN
PYG,CCU,Domestic,27.2313,88.587196,IN,22.654699,88.446701,IN,509.0917472515112,0.85,True,True,175,71,IN → IN
PYG,COH,Domestic,27.2313,88.587196,IN,26.3305,89.467201,IN,132.90479301028762,0.22,True,True,175,72,IN → IN
PYG,CWK,Domestic,27.2313,88.587196,IN,25.167694,80.9358,IN,796.9540105302895,1.33,True,True,175,73,IN → IN
PYG,DBD,Domestic,27.2313,88.587196,IN,23.834,86.425301,IN,435.5828291535698,0.73,True,True,175,74,IN → IN
PYG,RDP,Domestic,27.2313,88.587196,IN,23.6225,87.243,IN,423.36475274002976,0.71,True,True,175,75,IN → IN
PYG,DBR,Domestic,27.2313,88.587196,IN,26.192801,85.916901,IN,289.2717340624797,0.48,True,True,175,76,IN → IN
PYG,DGH,Domestic,27.2313,88.587196,IN,24.446842,86.704955,IN,362.4004057948175,0.6,True,True,175,77,IN → IN
PYG,DEP,Domestic,27.2313,88.587196,IN,27.9855003357,94.22280120850002,IN,561.5397191240611,0.94,True,True,175,78,IN → IN
PYG,GOP,Domestic,27.2313,88.587196,IN,26.7397003174,83.4496994019,IN,511.9539419638412,0.85,True,True,175,79,IN → IN
PYG,GAU,Domestic,27.2313,88.587196,IN,26.10610008239746,91.58589935302734,IN,323.1563572908632,0.54,True,True,175,80,IN → IN
PYG,GAY,Domestic,27.2313,88.587196,IN,24.744301,84.951202,IN,456.6269158025584,0.76,True,True,175,81,IN → IN
PYG,IMF,Domestic,27.2313,88.587196,IN,24.7600002289,93.896697998,IN,597.4927611772231,1.0,True,True,175,82,IN → IN
PYG,JRG,Domestic,27.2313,88.587196,IN,21.9135,84.0504,IN,748.2422604361717,1.25,True,True,175,83,IN → IN
PYG,PYB,Domestic,27.2313,88.587196,IN,18.879549,82.552478,IN,1114.7009052020978,1.86,True,True,175,84,IN → IN
PYG,IXW,Domestic,27.2313,88.587196,IN,22.813706,86.168981,IN,548.2781733294089,0.91,True,True,175,85,IN → IN
PYG,JRH,Domestic,27.2313,88.587196,IN,26.730456,94.175416,IN,556.4946045895845,0.93,True,True,175,86,IN → IN
PYG,KBK,Domestic,27.2313,88.587196,IN,26.776534,83.889214,IN,468.1482677750416,0.78,True,True,175,87,IN → IN
PYG,IXQ,Domestic,27.2313,88.587196,IN,24.134325,91.810769,IN,472.1138099620205,0.79,True,True,175,88,IN → IN
PYG,IXH,Domestic,27.2313,88.587196,IN,24.308657,92.00768,IN,472.10195902637474,0.79,True,True,175,89,IN → IN
PYG,IXS,Domestic,27.2313,88.587196,IN,24.9129009247,92.9786987305,IN,508.70878280930935,0.85,True,True,175,90,IN → IN
PYG,IXN,Domestic,27.2313,88.587196,IN,24.061899,91.603897,IN,464.3271886586958,0.77,True,True,175,91,IN → IN
PYG,AJL,Domestic,27.2313,88.587196,IN,23.840599,92.619698,IN,552.9490320708965,0.92,True,True,175,92,IN → IN
PYG,IXI,Domestic,27.2313,88.587196,IN,27.295682,94.097266,IN,544.6303984865896,0.91,True,True,175,93,IN → IN
PYG,LDA,Domestic,27.2313,88.587196,IN,25.01018,88.126917,IN,251.2151326822309,0.42,True,True,175,94,IN → IN
PYG,DIB,Domestic,27.2313,88.587196,IN,27.4839000702,95.0168991089,IN,635.5368646028741,1.06,True,True,175,95,IN → IN
PYG,DMU,Domestic,27.2313,88.587196,IN,25.8838996887,93.7711029053,IN,536.8761005740513,0.89,True,True,175,96,IN → IN
PYG,MZU,Domestic,27.2313,88.587196,IN,26.119101,85.313698,IN,347.9561327824267,0.58,True,True,175,97,IN → IN
PYG,IXT,Domestic,27.2313,88.587196,IN,28.064786,95.336952,IN,671.174286705755,1.12,True,True,175,98,IN → IN
PYG,PAT,Domestic,27.2313,88.587196,IN,25.591299,85.087997,IN,393.2840539811912,0.66,True,True,175,99,IN → IN
PYG,IXR,Domestic,27.2313,88.587196,IN,23.314300537100003,85.3217010498,IN,545.3840299741557,0.91,True,True,175,100,IN → IN
PYG,RRK,Domestic,27.2313,88.587196,IN,22.256571,84.815193,IN,671.5145724178062,1.12,True,True,175,101,IN → IN
PYG,RUP,Domestic,27.2313,88.587196,IN,26.141867,89.907892,IN,178.5779408088416,0.3,True,True,175,102,IN → IN
PYG,TEI,Domestic,27.2313,88.587196,IN,27.9412002563,96.1343994141,IN,747.8583392501764,1.25,True,True,175,103,IN → IN
PYG,TEZ,Domestic,27.2313,88.587196,IN,26.7091007232666,92.78469848632812,IN,419.9910314174283,0.7,True,True,175,104,IN → IN
PYG,VTZ,Domestic,27.2313,88.587196,IN,17.723506,83.227729,IN,1191.5802017270864,1.99,True,True,175,105,IN → IN
PYG,ZER,Domestic,27.2313,88.587196,IN,27.588301,93.828102,IN,518.8204634660239,0.86,True,True,175,106,IN → IN
PYG,AGR,Domestic,27.2313,88.587196,IN,27.157683,77.960942,IN,1050.6897753366352,1.75,True,True,175,107,IN → IN
PYG,HRH,Domestic,27.2313,88.587196,IN,27.861437,78.145404,IN,1031.5188809573658,1.72,True,True,175,108,IN → IN
PYG,IXD,Domestic,27.2313,88.587196,IN,25.4401,81.733902,IN,711.2849082680102,1.19,True,True,175,109,IN → IN
PYG,ATQ,Domestic,27.2313,88.587196,IN,31.7096,74.797302,IN,1423.4557494318071,2.37,True,True,175,110,IN → IN
PYG,AIP,Domestic,27.2313,88.587196,IN,31.4338,75.758797,IN,1327.3743470889294,2.21,True,True,175,111,IN → IN
PYG,BKB,Domestic,27.2313,88.587196,IN,28.070601,73.207199,IN,1516.7246697887358,2.53,True,True,175,112,IN → IN
PYG,KUU,Domestic,27.2313,88.587196,IN,31.876699,77.154404,IN,1219.6102939234902,2.03,True,True,175,113,IN → IN
PYG,BUP,Domestic,27.2313,88.587196,IN,30.2701,74.755798,IN,1389.0436481289923,2.32,True,True,175,114,IN → IN
PYG,BEK,Domestic,27.2313,88.587196,IN,28.4221,79.450798,IN,907.9134233337196,1.51,True,True,175,115,IN → IN
PYG,IXC,Domestic,27.2313,88.587196,IN,30.6735,76.788498,IN,1209.349853073726,2.02,True,True,175,116,IN → IN
PYG,KNU,Domestic,27.2313,88.587196,IN,26.404301,80.410103,IN,816.4994362803898,1.36,True,True,175,117,IN → IN
PYG,DED,Domestic,27.2313,88.587196,IN,30.189243,78.176651,IN,1066.7202528395987,1.78,True,True,175,118,IN → IN
PYG,DEL,Domestic,27.2313,88.587196,IN,28.55563,77.09519,IN,1138.4924161174974,1.9,True,True,175,119,IN → IN
PYG,HDO,Domestic,27.2313,88.587196,IN,28.707701,77.358902,IN,1114.4106633768886,1.86,True,True,175,120,IN → IN
PYG,DHM,Domestic,27.2313,88.587196,IN,32.164902,76.263018,IN,1309.5370442227222,2.18,True,True,175,121,IN → IN
PYG,GWL,Domestic,27.2313,88.587196,IN,26.29330062866211,78.22779846191406,IN,1033.4937005729098,1.72,True,True,175,122,IN → IN
PYG,HSS,Domestic,27.2313,88.587196,IN,29.179399,75.755302,IN,1275.247687805168,2.13,True,True,175,123,IN → IN
PYG,JDH,Domestic,27.2313,88.587196,IN,26.251100540161133,73.04889678955078,IN,1545.8417976495184,2.58,True,True,175,124,IN → IN
PYG,JAI,Domestic,27.2313,88.587196,IN,26.8242,75.812202,IN,1265.6369272897766,2.11,True,True,175,125,IN → IN
PYG,JSA,Domestic,27.2313,88.587196,IN,26.8887,70.864998,IN,1753.846737424412,2.92,True,True,175,126,IN → IN
PYG,IXJ,Domestic,27.2313,88.587196,IN,32.688849,74.838152,IN,1455.2992425075795,2.43,True,True,175,127,IN → IN
PYG,KQH,Domestic,27.2313,88.587196,IN,26.591007,74.812956,IN,1366.931065292557,2.28,True,True,175,128,IN → IN
PYG,KTU,Domestic,27.2313,88.587196,IN,25.160200119,75.84559631350001,IN,1291.3521172005462,2.15,True,True,175,129,IN → IN
PYG,LUH,Domestic,27.2313,88.587196,IN,30.854700088500977,75.95259857177734,IN,1291.704842996238,2.15,True,True,175,130,IN → IN
PYG,IXL,Domestic,27.2313,88.587196,IN,34.135899,77.546501,IN,1304.0214713084963,2.17,True,True,175,131,IN → IN
PYG,LKO,Domestic,27.2313,88.587196,IN,26.7605991364,80.8892974854,IN,764.371756414916,1.27,True,True,175,132,IN → IN
PYG,MZS,Domestic,27.2313,88.587196,IN,28.81746,78.92187,IN,964.6754327466316,1.61,True,True,175,133,IN → IN
PYG,IXP,Domestic,27.2313,88.587196,IN,32.233611,75.634444,IN,1367.4621136889134,2.28,True,True,175,134,IN → IN
PYG,PGH,Domestic,27.2313,88.587196,IN,29.0334,79.473701,IN,915.574168562831,1.53,True,True,175,135,IN → IN
PYG,SLV,Domestic,27.2313,88.587196,IN,31.0818,77.068001,IN,1196.9214518312426,1.99,True,True,175,136,IN → IN
PYG,SWN,Domestic,27.2313,88.587196,IN,29.994303,77.42456,IN,1131.5553987832966,1.89,True,True,175,137,IN → IN
PYG,SXR,Domestic,27.2313,88.587196,IN,33.987099,74.7742,IN,1518.3627484614456,2.53,True,True,175,138,IN → IN
PYG,TNI,Domestic,27.2313,88.587196,IN,24.56262,80.852927,IN,828.3915892151463,1.38,True,True,175,139,IN → IN
PYG,VSV,Domestic,27.2313,88.587196,IN,27.499732,82.032927,IN,647.8551405492943,1.08,True,True,175,140,IN → IN
PYG,AGX,Domestic,27.2313,88.587196,IN,10.8237,72.176003,IN,2504.9517006394485,4.17,True,True,175,141,IN → IN
PYG,BEP,Domestic,27.2313,88.587196,IN,15.162799835205078,76.88279724121094,IN,1806.828984494089,3.01,True,True,175,142,IN → IN
PYG,BLR,Domestic,27.2313,88.587196,IN,13.1979,77.706299,IN,1927.305369978392,3.21,True,True,175,143,IN → IN
PYG,IXX,Domestic,27.2313,88.587196,IN,17.9081,77.487099,IN,1539.0877321699231,2.57,True,True,175,144,IN → IN
PYG,VGA,Domestic,27.2313,88.587196,IN,16.530399,80.796799,IN,1434.9461552818152,2.39,True,True,175,145,IN → IN
PYG,CJB,Domestic,27.2313,88.587196,IN,11.029999733,77.0434036255,IN,2168.452057435042,3.61,True,True,175,146,IN → IN
PYG,COK,Domestic,27.2313,88.587196,IN,10.151047,76.400838,IN,2288.5850491993715,3.81,True,True,175,147,IN → IN
PYG,CCJ,Domestic,27.2313,88.587196,IN,11.1368,75.955299,IN,2223.9672567886964,3.71,True,True,175,148,IN → IN
PYG,CDP,Domestic,27.2313,88.587196,IN,14.513154,78.769183,IN,1741.8422710470152,2.9,True,True,175,149,IN → IN
PYG,CBD,Domestic,27.2313,88.587196,IN,9.153056,92.819273,IN,2058.784583150578,3.43,True,True,175,150,IN → IN
PYG,GOX,Domestic,27.2313,88.587196,IN,15.744257,73.860625,IN,1984.9497500390576,3.31,True,True,175,151,IN → IN
PYG,GBI,Domestic,27.2313,88.587196,IN,17.308154,76.965246,IN,1625.302096261171,2.71,True,True,175,152,IN → IN
PYG,GOI,Domestic,27.2313,88.587196,IN,15.3808,73.831398,IN,2014.744367398792,3.36,True,True,175,153,IN → IN
PYG,HYD,Domestic,27.2313,88.587196,IN,17.231318,78.429855,IN,1524.7572276457524,2.54,True,True,175,154,IN → IN
PYG,BPM,Domestic,27.2313,88.587196,IN,17.4531,78.467598,IN,1503.6717399929423,2.51,True,True,175,155,IN → IN
PYG,VDY,Domestic,27.2313,88.587196,IN,15.175921,76.63303,IN,1823.1035511480984,3.04,True,True,175,156,IN → IN
PYG,CNN,Domestic,27.2313,88.587196,IN,11.918614,75.547211,IN,2179.2924588134724,3.63,True,True,175,157,IN → IN
PYG,KJB,Domestic,27.2313,88.587196,IN,15.716288,78.16923,IN,1671.9430530718157,2.79,True,True,175,158,IN → IN
PYG,IXM,Domestic,27.2313,88.587196,IN,9.83450984955,78.09339904790001,IN,2225.5491510752627,3.71,True,True,175,159,IN → IN
PYG,IXE,Domestic,27.2313,88.587196,IN,12.9612998962,74.8900985718,IN,2132.5018852837507,3.55,True,True,175,160,IN → IN
PYG,MAA,Domestic,27.2313,88.587196,IN,12.990005,80.169296,IN,1809.550387284383,3.02,True,True,175,161,IN → IN
PYG,MYQ,Domestic,27.2313,88.587196,IN,12.23,76.655833,IN,2080.615518873476,3.47,True,True,175,162,IN → IN
PYG,NVY,Domestic,27.2313,88.587196,IN,11.612956,79.527382,IN,1977.5747202292807,3.3,True,True,175,163,IN → IN
PYG,IXZ,Domestic,27.2313,88.587196,IN,11.641208,92.729643,IN,1786.6791543547322,2.98,True,True,175,164,IN → IN
PYG,PNY,Domestic,27.2313,88.587196,IN,11.968,79.812,IN,1928.3039952934264,3.21,True,True,175,165,IN → IN
PYG,PUT,Domestic,27.2313,88.587196,IN,14.1492996216,77.7910995483,IN,1835.464944110945,3.06,True,True,175,166,IN → IN
PYG,RMD,Domestic,27.2313,88.587196,IN,18.701,79.3923,IN,1335.3248465909262,2.23,True,True,175,167,IN → IN
PYG,RJA,Domestic,27.2313,88.587196,IN,17.105799,81.813204,IN,1323.7295336117515,2.21,True,True,175,168,IN → IN
PYG,SXV,Domestic,27.2313,88.587196,IN,11.78330039978,78.06559753418,IN,2038.681388173808,3.4,True,True,175,169,IN → IN
PYG,TJV,Domestic,27.2313,88.587196,IN,10.723835,79.109457,IN,2086.348579291462,3.48,True,True,175,170,IN → IN
PYG,TCR,Domestic,27.2313,88.587196,IN,8.724241,78.025803,IN,2338.378169873505,3.9,True,True,175,171,IN → IN
PYG,TIR,Domestic,27.2313,88.587196,IN,13.632499694800002,79.543296814,IN,1780.00389303926,2.97,True,True,175,172,IN → IN
PYG,TRZ,Domestic,27.2313,88.587196,IN,10.766223,78.71774,IN,2101.976994231529,3.5,True,True,175,173,IN → IN
PYG,TRV,Domestic,27.2313,88.587196,IN,8.48212,76.920097,IN,2419.260897362288,4.03,True,True,175,174,IN → IN
PYG,WGC,Domestic,27.2313,88.587196,IN,17.9144,79.602203,IN,1386.0968352789132,2.31,True,True,175,175,IN → IN
AYJ,SDW,Domestic,26.751283,82.155295,IN,16.002552,73.529846,IN,1490.8250679125242,2.48,True,True,174,17,IN → IN
AYJ,NMI,Domestic,26.751283,82.155295,IN,18.984597,73.065253,IN,1269.2049097102824,2.12,True,True,174,18,IN → IN
AYJ,RQY,Domestic,26.751283,82.155295,IN,13.858024,75.618868,IN,1586.573128943559,2.64,True,True,174,19,IN → IN
AYJ,HGI,Domestic,26.751283,82.155295,IN,26.96683,93.638792,IN,1139.015312940493,1.9,True,True,174,20,IN → IN
AYJ,UKE,Domestic,26.751283,82.155295,IN,20.097778,83.183333,IN,747.2216181072889,1.25,True,True,174,21,IN → IN
AYJ,AHA,Domestic,26.751283,82.155295,IN,22.98753,83.19612,IN,431.4738899994036,0.72,True,True,174,22,IN → IN
AYJ,JGB,Domestic,26.751283,82.155295,IN,19.074301,82.036797,IN,853.727525312356,1.42,True,True,174,23,IN → IN
AYJ,RJI,Domestic,26.751283,82.155295,IN,33.377899,74.315201,IN,1053.8981789767345,1.76,True,True,174,24,IN → IN
AYJ,REW,Domestic,26.751283,82.155295,IN,24.503401,81.220299,IN,266.9487513634173,0.44,True,True,174,25,IN → IN
AYJ,DIU,Domestic,26.751283,82.155295,IN,20.714185,70.921855,IN,1324.9764909075868,2.21,True,True,174,26,IN → IN
AYJ,GDB,Domestic,26.751283,82.155295,IN,21.526817,80.290347,IN,610.946484558095,1.02,True,True,174,27,IN → IN
AYJ,AMD,Domestic,26.751283,82.155295,IN,23.0772,72.634697,IN,1042.9981196708811,1.74,True,True,174,28,IN → IN
AYJ,AKD,Domestic,26.751283,82.155295,IN,20.698931,77.056883,IN,849.6225643910084,1.42,True,True,174,29,IN → IN
AYJ,IXU,Domestic,26.751283,82.155295,IN,19.862699508666992,75.39810180664062,IN,1030.4906987676543,1.72,True,True,174,30,IN → IN
AYJ,BOM,Domestic,26.751283,82.155295,IN,19.0886993408,72.8678970337,IN,1276.0634783217536,2.13,True,True,174,31,IN → IN
AYJ,BHJ,Domestic,26.751283,82.155295,IN,23.2877998352,69.6701965332,IN,1314.907643143682,2.19,True,True,174,32,IN → IN
AYJ,IXG,Domestic,26.751283,82.155295,IN,15.8593,74.618301,IN,1440.0336853373244,2.4,True,True,174,33,IN → IN
AYJ,BDQ,Domestic,26.751283,82.155295,IN,22.336201,73.226303,IN,1027.497807063782,1.71,True,True,174,34,IN → IN
AYJ,BHO,Domestic,26.751283,82.155295,IN,23.2875003815,77.3374023438,IN,619.5705632505334,1.03,True,True,174,35,IN → IN
AYJ,BHU,Domestic,26.751283,82.155295,IN,21.752199173,72.1852035522,IN,1152.911656004273,1.92,True,True,174,36,IN → IN
AYJ,NMB,Domestic,26.751283,82.155295,IN,20.434401,72.843201,IN,1179.848757452724,1.97,True,True,174,37,IN → IN
AYJ,GUX,Domestic,26.751283,82.155295,IN,24.654699,77.347298,IN,535.1073333618335,0.89,True,True,174,38,IN → IN
AYJ,HBX,Domestic,26.751283,82.155295,IN,15.3617,75.0849,IN,1462.732299367112,2.44,True,True,174,39,IN → IN
AYJ,HSR,Domestic,26.751283,82.155295,IN,22.378824,71.039391,IN,1224.1048637096746,2.04,True,True,174,40,IN → IN
AYJ,IDR,Domestic,26.751283,82.155295,IN,22.7217998505,75.8011016846,IN,782.43905961011,1.3,True,True,174,41,IN → IN
AYJ,JLR,Domestic,26.751283,82.155295,IN,23.177799,80.052002,IN,450.35430631306673,0.75,True,True,174,42,IN → IN
AYJ,JLG,Domestic,26.751283,82.155295,IN,20.962678,75.627492,IN,924.2903224906336,1.54,True,True,174,43,IN → IN
AYJ,JGA,Domestic,26.751283,82.155295,IN,22.465499877929688,70.01260375976562,IN,1316.022725165605,2.19,True,True,174,44,IN → IN
AYJ,IXY,Domestic,26.751283,82.155295,IN,23.1127,70.100304,IN,1280.402112574475,2.13,True,True,174,45,IN → IN
AYJ,HJR,Domestic,26.751283,82.155295,IN,24.8172,79.918602,IN,310.4736441943703,0.52,True,True,174,46,IN → IN
AYJ,KLH,Domestic,26.751283,82.155295,IN,16.6647,74.289398,IN,1384.0597270851565,2.31,True,True,174,47,IN → IN
AYJ,IXK,Domestic,26.751283,82.155295,IN,21.317101,70.270401,IN,1348.8045070376963,2.25,True,True,174,48,IN → IN
AYJ,LTU,Domestic,26.751283,82.155295,IN,18.411501,76.464699,IN,1095.6083434465193,1.83,True,True,174,49,IN → IN
AYJ,NDC,Domestic,26.751283,82.155295,IN,19.1833,77.316704,IN,976.2089816151528,1.63,True,True,174,50,IN → IN
AYJ,NAG,Domestic,26.751283,82.155295,IN,21.092199,79.047203,IN,704.0171940006225,1.17,True,True,174,51,IN → IN
AYJ,ISK,Domestic,26.751283,82.155295,IN,20.119101,73.912903,IN,1117.8347185275566,1.86,True,True,174,52,IN → IN
AYJ,PNQ,Domestic,26.751283,82.155295,IN,18.5821,73.919701,IN,1239.830301149082,2.07,True,True,174,53,IN → IN
AYJ,PBD,Domestic,26.751283,82.155295,IN,21.649524,69.656405,IN,1387.8144672832034,2.31,True,True,174,54,IN → IN
AYJ,RTC,Domestic,26.751283,82.155295,IN,17.013599,73.327797,IN,1413.8132823144213,2.36,True,True,174,55,IN → IN
AYJ,RAJ,Domestic,26.751283,82.155295,IN,22.3092,70.779503,IN,1251.556153448434,2.09,True,True,174,56,IN → IN
AYJ,RPR,Domestic,26.751283,82.155295,IN,21.180401,81.7388,IN,620.8958982828308,1.03,True,True,174,57,IN → IN
AYJ,SAG,Domestic,26.751283,82.155295,IN,19.688752,74.377354,IN,1116.716131277893,1.86,True,True,174,58,IN → IN
AYJ,SSE,Domestic,26.751283,82.155295,IN,17.6280002594,75.93479919430001,IN,1199.1521361239843,2.0,True,True,174,59,IN → IN
AYJ,STV,Domestic,26.751283,82.155295,IN,21.1141,72.741798,IN,1143.1284955385963,1.91,True,True,174,60,IN → IN
AYJ,UDR,Domestic,26.751283,82.155295,IN,24.6177005768,73.89610290530001,IN,860.7634409354407,1.43,True,True,174,61,IN → IN
AYJ,AZH,Domestic,26.751283,82.155295,IN,26.153333,83.118333,IN,116.67207019980992,0.19,True,True,174,62,IN → IN
